Gene	Chr	Start	End
CABP2	11	67518912	67523428
GSTP1	11	67583595	67586660
NDUFV1	11	67606852	67612535
NUDT8	11	67627938	67629930
TBX10	11	67631303	67639560
ACY3	11	67642555	67650659
ALDH3B2	11	67662162	67681200
UNC93B1	11	67991104	68004982
ALDH3B1	11	68008578	68029282
NDUFS8	11	68030617	68036644
TCIRG1	11	68039016	68050895
CHKA	11	68052859	68121444
KMT5B	11	68154863	68213828
C11orf24	11	68261335	68272001
LRP5	11	68312609	68449275
PPP6R3	11	68460731	68615334
GAL	11	68683779	68691175
MTL5	11	68707440	68751564
CPT1A	11	68754620	68844410
MRPL21	11	68891276	68903835
IGHMBP2	11	68903842	68940602
MRGPRD	11	68980021	68980986
MRGPRF	11	69004395	69013409
TPCN2	11	69048897	69090604
MYEOV	11	69294138	69367726
CCND1	11	69641087	69654474
ORAOV1	11	69653076	69675416
AP001888.1	11	69671952	69672075
FGF19	11	69698232	69704642
FGF4	11	69771016	69775403
FGF3	11	69810224	69819024
ANO1	11	70078302	70189528
FADD	11	70203163	70207390
PPFIA1	11	70270700	70384403
CTTN	11	70398404	70436584
SHANK2	11	70467856	71252577
DHCR7	11	71428193	71452868
NADSYN1	11	71453109	71524107
KRTAP5-7	11	71527267	71528674
KRTAP5-8	11	71538025	71539207
KRTAP5-9	11	71548418	71549553
KRTAP5-10	11	71565563	71568934
KRTAP5-11	11	71579714	71603353
FAM86C1	11	71787510	71801236
DEFB108B	11	71833200	71837710
RP11-849H4.2	11	71865509	71928654
CTD-2313N18.7	11	71878453	71884561
RNF121	11	71928701	71997597
IL18BP	11	71998541	72005715
NUMA1	11	72002864	72080693
LRTOMT	11	72080331	72110782
LAMTOR1	11	72085895	72103387
ANAPC15	11	72106378	72112780
FOLR3	11	72114869	72139892
FOLR1	11	72189558	72196301
FOLR2	11	72216601	72221950
INPPL1	11	72223701	72239105
PHOX2A	11	72239077	72245664
CLPB	11	72292425	72434680
PDE2A	11	72576141	72674591
ARAP1	11	72685069	72793599
STARD10	11	72754729	72794168
ATG16L2	11	72814308	72843674
FCHSD2	11	72836745	73142261
P2RY2	11	73218298	73236352
P2RY6	11	73264505	73298617
ARHGEF17	11	73308289	73369091
RELT	11	73376264	73397474
FAM168A	11	73400487	73598189
PLEKHB1	11	73646178	73662819
RAB6A	11	73675638	73761137
MRPL48	11	73787316	73865133
COA4	11	73872667	73876988
PAAF1	11	73876699	73931124
DNAJB13	11	73950319	73970366
UCP2	11	73974667	73983307
UCP3	11	74000281	74009435
C2CD3	11	74012714	74171210
PPME1	11	74171099	74254703
P4HA3	11	74235801	74311657
PGM2L1	11	74330318	74398473
KCNE3	11	74454841	74467729
LIPT2	11	74491712	74493733
POLD3	11	74493851	74669117
CHRDL2	11	74696429	74731385
RNF169	11	74748868	74842413
XRRA1	11	74807739	74949200
SPCS2	11	74949247	74979031
NEU3	11	74988134	75018893
OR2AT4	11	75088713	75089754
SLCO2B1	11	75100563	75206549
TPBGL	11	75240905	75243697
ARRB1	11	75264182	75351705
RPS3	11	75399486	75422280
KLHL35	11	75422394	75430629
GDPD5	11	75434640	75525903
SERPINH1	11	75562056	75572783
MAP6	11	75586918	75669120
MOGAT2	11	75717819	75732958
DGAT2	11	75759512	75801535
UVRAG	11	75815167	76143195
WNT11	11	76186325	76210736
PRKRIR	11	76349956	76380971
RP11-111M22.2	11	76381313	76414619
EMSY	11	76444923	76553025
LRRC32	11	76657524	76670747
TSKU	11	76782251	76798154
ACER3	11	76860867	77026797
B3GNT6	11	77034398	77041973
CAPN5	11	77066932	77126155
OMP	11	77102840	77103331
MYO7A	11	77128264	77215239
GDPD4	11	77216558	77301687
PAK1	11	77321707	77474635
CLNS1A	11	77514936	77637805
AQP11	11	77589391	77610355
RSF1	11	77659996	77821017
AAMDC	11	77821109	77918432
INTS4	11	77878720	77994678
KCTD14	11	78015715	78046191
NDUFC2-KCTD14	11	78016971	78079865
THRSP	11	78063861	78068351
NDUFC2	11	78068304	78080219
ALG8	11	78100936	78139660
KCTD21	11	78171249	78188822
USP35	11	78188812	78214711
GAB2	11	78215297	78418348
NARS2	11	78435961	78574874
TENM4	11	78652831	79440948
FAM181B	11	82729941	82733864
PRCP	11	82823502	82970584
DDIAS	11	82899975	82958277
RAB30	11	82973133	83071923
PCF11	11	83156988	83187451
ANKRD42	11	83193739	83260694
CCDC90B	11	83259097	83286407
DLG2	11	83455012	85627922
TMEM126B	11	85628573	85636539
TMEM126A	11	85647967	85656547
CREBZF	11	85659708	85682908
CCDC89	11	85684866	85686277
SYTL2	11	85694224	85811159
CCDC83	11	85855101	85920021
PICALM	11	85957684	86069882
EED	11	86244544	86278813
C11orf73	11	86302211	86345931
CCDC81	11	86374736	86423109
ME3	11	86441108	86672636
PRSS23	11	86791059	86952910
FZD4	11	86945679	86955391
TMEM135	11	87037844	87323758
RAB38	11	88113242	88175467
CTSC	11	88293592	88337787
GRM5	11	88504576	89065945
TYR	11	89177452	89295759
NOX4	11	89324356	89498187
TRIM77	11	89710299	89717872
TRIM49	11	89797655	89808575
TRIM64B	11	89869282	89876017
TRIM49D1	11	89911111	89921767
TRIM49D2	11	89924064	89933063
TRIM64	11	89968502	89975228
TRIM49C	11	90031106	90042025
UBTFL1	11	90085950	90087131
NAALAD2	11	90131515	90192894
CHORDC1	11	90201160	90223364
FAT3	11	92352096	92896470
MTNR1B	11	92969720	92985066
SLC36A4	11	93144171	93197964
CCDC67	11	93329971	93438487
SMCO4	11	93478472	93543508
CEP295	11	93661639	93730358
TAF1D	11	93729948	93784391
C11orf54	11	93741591	93764749
MED17	11	93784227	93814695
VSTM5	11	93818232	93850531
HEPHL1	11	94021361	94113751
PANX1	11	94128928	94181972
IZUMO1R	11	94305593	94307721
GPR83	11	94377311	94401419
MRE11A	11	94415578	94493908
ANKRD49	11	94493629	94499583
PIWIL4	11	94543840	94621421
FUT4	11	94543840	94549898
AMOTL1	11	94706431	94876753
CWC15	11	94962622	94973612
KDM4D	11	94973681	94999518
KDM4E	11	95025258	95027596
SRSF8	11	95067197	95071224
ENDOD1	11	95089810	95132645
SESN3	11	95165513	95232541
FAM76B	11	95768942	95790409
CEP57	11	95789965	95832693
MTMR2	11	95832882	95925315
MAML2	11	95976598	96343180
CCDC82	11	96352769	96389923
JRKL	11	96389989	96507574
CNTN5	11	99020953	100358885
ARHGAP42	11	100687653	100991937
TMEM133	11	100991989	100993941
PGR	11	101029624	101130524
TRPC6	11	101451564	101872562
ANGPTL5	11	101890674	101916522
CEP126	11	101915015	102001058
C11orf70	11	102047443	102084560
YAP1	11	102110461	102233423
BIRC3	11	102317450	102339403
BIRC2	11	102347211	102378670
TMEM123	11	102396332	102470384
MMP7	11	102520508	102530753
MMP20	11	102576835	102625332
MMP27	11	102691487	102705806
MMP8	11	102711795	102727050
MMP10	11	102770503	102780628
MMP1	11	102789920	102798160
MMP3	11	102835801	102843803
MMP12	11	102862736	102875034
MMP13	11	102942995	102955734
DCUN1D5	11	103062076	103092215
DYNC2H1	11	103109431	103479863
PDGFD	11	103907186	104164379
DDI1	11	104036580	104039188
CASP4	11	104942866	104969436
CASP5	11	104994235	105023168
CASP1	11	105025443	105035250
CARD16	11	105041326	105101431
CARD17	11	105092469	105101431
CARD18	11	105137721	105139726
GRIA4	11	105609994	105982092
MSANTD4	11	105995623	106022403
KBTBD3	11	106051098	106077765
AASDHPPT	11	106075501	106098710
GUCY1A2	11	106674012	107018524
CWF19L2	11	107326345	107457844
ALKBH8	11	107502726	107565746
ELMOD1	11	107591091	107666779
SLN	11	107707378	107719693
SLC35F2	11	107790991	107928293
RAB39A	11	107928503	107963482
CUL5	11	108008733	108107776
ACAT1	11	108121516	108147776
NPAT	11	108157215	108222642
ATM	11	108222484	108369102
C11orf65	11	108308519	108467531
KDELC2	11	108472105	108498432
EXPH5	11	108505431	108593738
DDX10	11	108665025	108940930
C11orf87	11	109422120	109429114
ZC3H12C	11	110093361	110171841
RDX	11	110174880	110296722
FDX1	11	110429883	110464881
ARHGAP20	11	110577042	110713189
C11orf53	11	111255982	111286401
COLCA2	11	111298546	111308735
POU2AF1	11	111352252	111455630
BTG4	11	111467526	111512354
C11orf88	11	111514785	111537031
LAYN	11	111540280	111561745
SIK2	11	111602391	111730853
PPP2R1B	11	111726908	111766427
ALG9	11	111782195	111871581
RP11-108O10.8	11	111786286	111879425
FDXACB1	11	111874056	111881243
C11orf1	11	111878935	111885975
CRYAB	11	111908565	111923722
HSPB2	11	111912242	111914093
HSPB2-C11orf52	11	111912736	111926871
C11orf52	11	111918032	111926872
DIXDC1	11	111927144	112022584
DLAT	11	112024814	112064390
PIH1D2	11	112064010	112074274
C11orf57	11	112074086	112085150
TIMM8B	11	112084800	112086798
SDHD	11	112086773	112120013
AP002884.2	11	112086903	112193805
IL18	11	112143251	112164117
TEX12	11	112167372	112172559
BCO2	11	112175467	112224699
PTS	11	112226365	112269955
PLET1	11	112248479	112260860
NCAM1	11	112961247	113278436
TTC12	11	113314529	113383544
ANKK1	11	113387791	113400418
DRD2	11	113409615	113475691
TMPRSS5	11	113687550	113706373
ZW10	11	113733187	113773811
CLDN25	11	113779747	113780500
USP28	11	113797874	113875570
HTR3B	11	113904677	113946565
HTR3A	11	113974881	113990313
ZBTB16	11	114059593	114250676
NNMT	11	114257787	114313285
C11orf71	11	114391443	114400550
RBM7	11	114400030	114414203
RP11-212D19.4	11	114400682	114443932
REXO2	11	114439386	114450279
NXPE1	11	114521715	114559895
NXPE4	11	114570591	114595762
NXPE2	11	114678386	114706933
CADM1	11	115169218	115504957
BUD13	11	116748170	116772988
ZPR1	11	116773799	116788050
APOA5	11	116789367	116792420
APOA4	11	116820700	116823306
APOC3	11	116829706	116833072
APOA1	11	116835751	116837950
SIK3	11	116843402	117098437
PAFAH1B2	11	117144267	117176894
SIDT2	11	117178733	117197445
TAGLN	11	117199321	117204782
PCSK7	11	117204337	117232525
RNF214	11	117232625	117286445
BACE1	11	117285207	117316259
CEP164	11	117314557	117413268
DSCAML1	11	117427773	117817525
FXYD2	11	117800844	117828698
FXYD6-FXYD2	11	117820163	117876667
FXYD6	11	117836976	117877486
TMPRSS13	11	117900643	117929459
IL10RA	11	117986348	118001483
AP002962.1	11	118025369	118029863
TMPRSS4	11	118077012	118121890
SCN4B	11	118133377	118152888
SCN2B	11	118161951	118176673
JAML	11	118193740	118225094
MPZL3	11	118226690	118252350
MPZL2	11	118253403	118264536
CD3E	11	118304545	118316175
CD3D	11	118338954	118342744
CD3G	11	118344344	118355161
UBE4A	11	118359585	118399211
ATP5L	11	118401154	118431496
KMT2A	11	118436490	118526832
TTC36	11	118527472	118531197
TMEM25	11	118531041	118547280
IFT46	11	118544528	118572970
ARCN1	11	118572390	118603033
PHLDB1	11	118606440	118658038
TREH	11	118657316	118679690
DDX6	11	118747766	118791149
CXCR5	11	118883766	118897799
BCL9L	11	118893875	118925608
UPK2	11	118925164	118958559
FOXR1	11	118971707	118981291
CCDC84	11	118998142	119015791
RPS25	11	119015712	119018691
TRAPPC4	11	119018432	119025454
SLC37A4	11	119024114	119030906
HYOU1	11	119044189	119057202
VPS11	11	119067692	119081978
HMBS	11	119084866	119093549
H2AFX	11	119093854	119095467
DPAGT1	11	119096503	119108331
C2CD2L	11	119102198	119118544
HINFP	11	119121587	119136044
ABCG4	11	119149012	119162653
NLRX1	11	119166568	119184016
PDZD3	11	119185457	119190223
CCDC153	11	119189638	119196769
CBL	11	119206276	119308149
MCAM	11	119308529	119321521
RNF26	11	119334527	119337313
C1QTNF5	11	119338939	119340940
MFRP	11	119338942	119346673
USP2	11	119355215	119381726
THY1	11	119417378	119424985
PVRL1	11	119623408	119729084
TRIM29	11	120111275	120185529
OAF	11	120210767	120230332
POU2F3	11	120236640	120319944
TMEM136	11	120325129	120333682
ARHGEF12	11	120336914	120489936
GRIK4	11	120511759	120988904
TBCEL	11	121024072	121090775
TECTA	11	121101173	121191493
SC5D	11	121292453	121308694
SORL1	11	121452203	121633693
BLID	11	122115354	122116215
UBASH3B	11	122655675	122814473
CRTAM	11	122838500	122872639
C11orf63	11	122882528	122959798
BSX	11	122977570	122981720
HSPA8	11	123057489	123063230
CLMP	11	123069865	123195281
GRAMD1B	11	123454398	123627774
SCN3B	11	123629187	123655244
ZNF202	11	123724177	123741675
OR6X1	11	123753488	123754545
OR6M1	11	123805335	123806387
TMEM225	11	123882926	123885642
OR8D4	11	123906146	123907476
OR4D5	11	123939543	123940637
OR6T1	11	123942785	123943873
OR10S1	11	123976661	123977781
OR10G6	11	123994163	123995161
OR10G4	11	124015575	124016510
OR10G9	11	124023013	124023948
OR10G8	11	124029590	124030634
OR10G7	11	124038066	124039010
VWA5A	11	124115362	124147721
OR10D3	11	124185216	124186245
OR8G1	11	124249676	124250611
OR8G5	11	124264827	124265867
OR8D1	11	124309812	124310837
OR8D2	11	124319262	124320197
OR8B2	11	124382395	124383362
OR8B3	11	124396382	124397368
OR8B4	11	124423942	124424871
OR8B8	11	124440126	124441158
OR8B12	11	124542682	124543679
OR8A1	11	124569997	124571142
PANX3	11	124611490	124620356
TBRG1	11	124622836	124635398
SIAE	11	124633113	124695707
SPA17	11	124673798	124697518
NRGN	11	124739846	124747210
VSIG2	11	124747472	124752238
ESAM	11	124752583	124762290
MSANTD2	11	124766498	124800673
AP000866.1	11	124789244	124790069
ROBO3	11	124865386	124881470
ROBO4	11	124883691	124898500
HEPACAM	11	124919193	124936412
HEPN1	11	124919244	124920677
CCDC15	11	124954121	125041489
SLC37A2	11	125063067	125090312
TMEM218	11	125096545	125111763
PKNOX2	11	125164687	125433389
FEZ1	11	125445745	125496317
EI24	11	125569216	125584687
STT3A	11	125591712	125625215
CHEK1	11	125625136	125676255
ACRV1	11	125671522	125681123
PATE1	11	125746293	125749867
PATE2	11	125776113	125778819
PATE3	11	125788111	125791600
PATE4	11	125833316	125840069
HYLS1	11	125883614	125900648
PUS3	11	125893485	125903221
DDX25	11	125903376	125928829
CDON	11	125955796	126063335
RPUSD4	11	126202094	126211692
FAM118B	11	126211414	126262986
SRPRA	11	126262919	126269144
FOXRED1	11	126269055	126278131
TIRAP	11	126283065	126298845
DCPS	11	126303752	126345749
ST3GAL4	11	126355640	126440344
KIRREL3	11	126423359	127003460
ETS1	11	128458761	128587558
FLI1	11	128686535	128813267
KCNJ1	11	128836315	128867373
KCNJ5	11	128891356	128921035
C11orf45	11	128899565	128906035
TP53AIP1	11	128934731	128943399
ARHGAP32	11	128965060	129279324
BARX2	11	129375940	129452279
TMEM45B	11	129815819	129860003
NFRKB	11	129863636	129895590
PRDM10	11	129899706	130002835
APLP2	11	130069837	130144811
ST14	11	130159562	130210376
ZBTB44	11	130226677	130314686
ADAMTS8	11	130404925	130428993
ADAMTS15	11	130448974	130476641
SNX19	11	130875436	130916509
NTM	11	131370478	132336822
OPCML	11	132414977	133532519
SPATA19	11	133840631	133845538
IGSF9B	11	133908564	133956985
JAM3	11	134068925	134152001
NCAPD3	11	134150119	134225454
VPS26B	11	134224645	134247792
THYN1	11	134248279	134253370
ACAD8	11	134253495	134265855
GLB1L3	11	134274245	134319564
GLB1L2	11	134331874	134378341
B3GAT1	11	134378504	134411918
TUBB8	10	46892	74163
ZMYND11	10	134465	254637
DIP2C	10	274190	689668
PRR26	10	649948	669581
LARP4B	10	806914	931705
GTPBP4	10	988019	1019936
IDI2	10	1018907	1025859
IDI1	10	1039908	1049170
WDR37	10	1049538	1132297
ADARB2	10	1177318	1737476
PFKP	10	3066333	3137712
PITRM1	10	3137728	3172841
KLF6	10	3775996	3785281
AKR1E2	10	4786629	4848062
AKR1C2	10	4922564	5135226
AKR1C1	10	4963253	5107522
AKR1C3	10	5035354	5107686
AKR1C4	10	5195462	5218949
UCN3	10	5365009	5374692
TUBAL3	10	5393098	5404830
NET1	10	5412551	5458463
CALML5	10	5498697	5499555
CALML3	10	5524009	5526771
ASB13	10	5638867	5666595
FAM208B	10	5684838	5763740
GDI2	10	5765223	5842132
ANKRD16	10	5861617	5889906
FBXO18	10	5890203	5937594
IL15RA	10	5937569	5978187
IL2RA	10	6010689	6062325
RBM17	10	6088987	6117457
PFKFB3	10	6144934	6235545
PRKCQ	10	6427143	6580301
SFMBT2	10	7158624	7411486
ITIH5	10	7559270	7666998
ITIH2	10	7703269	7749520
KIN	10	7750962	7787981
ATP5C1	10	7788129	7807815
TAF3	10	7818504	8016627
GATA3	10	8053604	8075198
CELF2	10	11005321	11336675
USP6NL	10	11453946	11611754
ECHDC3	10	11742366	11764070
PROSER2	10	11823339	11872277
UPF2	10	11920022	12043170
DHTKD1	10	12068972	12123225
SEC61A2	10	12129637	12169961
NUDT5	10	12165325	12196144
CDC123	10	12195965	12250589
CAMK1D	10	12349482	12835545
CCDC3	10	12896625	13099652
OPTN	10	13099449	13138308
MCM10	10	13161554	13211104
UCMA	10	13221767	13234334
PHYH	10	13277796	13302412
SEPHS1	10	13317424	13348298
BEND7	10	13438484	13528974
PRPF18	10	13586927	13630868
RP11-295P9.13	10	13610047	13655929
FRMD4A	10	13643706	14462142
FAM107B	10	14518557	14774897
CDNF	10	14819250	14838575
HSPA14	10	14838164	14871741
SUV39H2	10	14878820	14904315
DCLRE1C	10	14897359	14954432
MEIG1	10	14959439	14988050
OLAH	10	15032227	15073852
ACBD7	10	15077523	15088776
RPP38	10	15097180	15139818
NMT2	10	15102584	15168693
FAM171A1	10	15211643	15371062
ITGA8	10	15513949	15720125
FAM188A	10	15778170	15860520
PTER	10	16436943	16513745
C1QL3	10	16513743	16522005
RSU1	10	16590611	16817528
CUBN	10	16823964	17129831
TRDMT1	10	17142254	17202054
VIM	10	17228259	17237593
ST8SIA6	10	17318383	17454330
HACD1	10	17589032	17617377
STAM	10	17644125	17715914
TMEM236	10	17752252	17800868
MRC1	10	17809344	17911170
SLC39A12	10	17951839	18043292
CACNB2	10	18140677	18541869
NSUN6	10	18545561	18659285
ARL5B	10	18659405	18681639
MALRD1	10	19048771	19790401
PLXDC2	10	19816239	20289856
NEBL	10	20779973	21174187
C10orf113	10	21125763	21146559
CASC10	10	21492658	21497262
SKIDA1	10	21513478	21526368
MLLT10	10	21524675	21743630
DNAJC1	10	21756537	22003769
EBLN1	10	22208814	22210021
COMMD3	10	22315974	22320308
COMMD3-BMI1	10	22316388	22329542
BMI1	10	22321211	22331484
SPAG6	10	22345445	22454224
PIP4K2A	10	22534849	22714555
ARMC3	10	22928024	23038523
MSRB2	10	23095506	23122013
PTF1A	10	23192327	23194252
C10orf67	10	23267195	23344845
OTUD1	10	23439458	23442390
KIAA1217	10	23694746	24547848
ARHGAP21	10	24583609	24723668
PRTFDC1	10	24848607	24952604
ENKUR	10	24981979	25062279
THNSL1	10	25016658	25026664
GPR158	10	25175062	25602226
MYO3A	10	25934267	26212527
GAD2	10	26216307	26304558
APBB1IP	10	26438203	26567803
PDSS1	10	26697659	26746798
ABI1	10	26746593	26861087
ANKRD26	10	26991914	27100498
YME1L1	10	27110112	27155266
MASTL	10	27154824	27186924
ACBD5	10	27195214	27242130
PTCHD3	10	27398187	27414368
RAB18	10	27504174	27542237
MKX	10	27672875	27746060
ARMC4	10	27812164	27999048
MPP7	10	28050993	28334486
WAC	10	28532493	28623112
BAMBI	10	28677342	28682939
LYZL1	10	29289061	29318328
SVIL	10	29457338	29736781
KIAA1462	10	30012800	30115494
MTPAP	10	30309801	30374448
MAP3K8	10	30433937	30461833
LYZL2	10	30611779	30629762
ZNF438	10	30820207	31031937
ZEB1	10	31318495	31529814
ARHGAP12	10	31805404	31928876
KIF5B	10	32009010	32056431
EPC1	10	32267751	32378798
CCDC7	10	32446140	32574564
ITGB1	10	32900319	33005792
NRP1	10	33177492	33336262
PARD3	10	34109560	34815325
CUL2	10	35008551	35090642
CREM	10	35126791	35212958
CCNY	10	35247025	35572669
GJD4	10	35605410	35608935
FZD8	10	35638249	35642278
ANKRD30A	10	37125788	37384111
MTRNR2L7	10	37601440	37602974
ZNF248	10	37776526	37858106
ZNF25	10	37949572	37976633
ZNF33A	10	38010650	38065088
ZNF37A	10	38094336	38125544
ZNF33B	10	42574185	42638568
BMS1	10	42782801	42834937
RET	10	43077027	43130351
CSGALNACT2	10	43138486	43185308
RASGEF1A	10	43194535	43266919
FXYD4	10	43371642	43376335
HNRNPF	10	43385617	43409166
ZNF487	10	43436841	43483179
ZNF239	10	43556344	43574618
ZNF485	10	43606407	43617903
ZNF32	10	43643859	43648856
C10orf142	10	44292569	44294649
CXCL12	10	44370165	44386493
TMEM72	10	44911200	44937002
RASSF4	10	44959407	44995891
C10orf10	10	44970981	44978810
ZNF22	10	45000475	45005326
OR13A1	10	45302654	45315608
ALOX5	10	45374176	45446119
MARCH8	10	45454585	45594906
ZFAND4	10	45615501	45672780
FAM21C	10	45727200	45792961
AGAP4	10	45825594	45853875
TIMM23	10	45972449	46003734
NCOA4	10	46005088	46030714
MSMB	10	46033307	46046269
ANTXRL	10	46286345	46330207
AGAP14P	10	46337224	46358714
ANXA8L1	10	46375627	46537864
NPY4R	10	46461099	46465881
GPRIN2	10	46549044	46555530
SYT15	10	46578217	46594173
PTPN20	10	46911396	47002488
GDF10	10	47300386	47313547
GDF2	10	47322490	47326270
RBP3	10	47348371	47357875
ZNF488	10	47365496	47384273
ANXA8	10	47460162	47484158
FAM25G	10	47487219	47491693
AGAP9	10	47501854	47523638
ABC7-42404400C24.1	10	47750864	47763592
FAM25C	10	47995355	47999791
FRMPD2	10	48156558	48274870
MAPK8	10	48306639	48439360
ARHGAP22	10	48446034	48656265
WDFY4	10	48684876	48982956
LRRC18	10	48909483	48935190
VSTM4	10	49014245	49115509
FAM170B	10	49131154	49134008
C10orf128	10	49154725	49188585
C10orf71	10	49299193	49327487
DRGX	10	49364181	49396016
ERCC6	10	49455368	49539538
PGBD3	10	49515105	49524227
ERCC6-PGBD3	10	49515201	49539538
CHAT	10	49609095	49665104
SLC18A3	10	49610301	49612720
C10orf53	10	49679651	49710261
OGDHL	10	49734643	49762379
PARG	10	49818279	49970203
TIMM23B	10	49942033	49974850
AGAP6	10	49982190	50010499
FAM21A	10	50067888	50133506
